Time,CPU
19:21:14,43.8
19:21:15,45.9
19:21:16,20.5
19:21:17,23.2
19:21:18,32.8
19:21:19,59.8
19:21:20,42.4
19:21:21,31.7
19:21:22,39.3
19:21:24,48
19:21:25,50
19:21:26,33.3
19:21:27,33.1
19:21:28,12.1
19:21:29,49.1
19:21:30,41.9
19:21:31,30.5
19:21:32,16.6
19:21:33,38.4
19:21:34,22.4
19:21:35,28.1
19:21:36,40.2
19:21:37,45.8
19:21:38,65.1
19:21:39,51.9
19:21:40,30.3
19:21:41,23.6
19:21:42,26.4
19:21:43,25.1
19:21:44,46.2
19:21:45,43
19:21:46,21.3
19:21:47,19.6
19:21:48,46.6
19:21:49,48.8
19:21:50,33.7
19:21:51,49.6
19:21:52,44.8
19:21:53,19.2
19:21:54,24
19:21:55,28.5
19:21:56,20.2
